"","firstTimeStamp","timeStamp","hits","bundleID","domain","domainOwner","domainType","domainClassification","initiatedType"
"144","2025-02-03T01:07:00.966+01:00","2025-02-08T14:28:03.431+01:00",4,"swiss.ricardo.iphone","cdn-settings.appsflyersdk.com","",2,1,"AppInitiated"
"145","2025-02-04T10:13:27.378+01:00","2025-02-06T13:30:33.839+01:00",2,"swiss.ricardo.iphone","tags.creativecdn.com","",2,1,"AppInitiated"
"146","2025-02-04T10:13:27.624+01:00","2025-02-06T13:30:34.049+01:00",2,"swiss.ricardo.iphone","ade.googlesyndication.com","",2,1,"AppInitiated"
"147","2025-02-04T10:13:27.397+01:00","2025-02-06T13:30:33.831+01:00",3,"swiss.ricardo.iphone","acdn.adnxs.com","",2,1,"AppInitiated"
"148","2025-02-04T10:13:27.971+01:00","2025-02-06T13:30:34.429+01:00",2,"swiss.ricardo.iphone","t.teads.tv","",2,1,"AppInitiated"
"149","2025-02-04T10:13:27.564+01:00","2025-02-06T13:30:34.141+01:00",2,"swiss.ricardo.iphone","api.appcues.net","",2,1,"AppInitiated"
"150","2025-02-04T10:13:27.760+01:00","2025-02-06T13:30:34.192+01:00",2,"swiss.ricardo.iphone","cm.teads.tv","",2,1,"AppInitiated"
"151","2025-02-04T10:13:27.804+01:00","2025-02-06T13:30:34.236+01:00",2,"swiss.ricardo.iphone","ct.pinterest.com","",2,1,"AppInitiated"
"152","2025-02-04T10:13:27.501+01:00","2025-02-06T13:30:33.948+01:00",2,"swiss.ricardo.iphone","region1.google-analytics.com","Google LLC",1,1,"AppInitiated"
"153","2025-02-04T10:13:27.413+01:00","2025-02-06T13:30:33.806+01:00",2,"swiss.ricardo.iphone","www.google-analytics.com","Google LLC",1,1,"AppInitiated"
"154","2025-02-04T10:13:27.419+01:00","2025-02-06T13:30:33.845+01:00",2,"swiss.ricardo.iphone","bat.bing.com","Microsoft Corporation",1,1,"AppInitiated"
"155","2025-02-04T10:13:27.738+01:00","2025-02-04T10:13:27.738+01:00",1,"swiss.ricardo.iphone","ricardo20.zendesk.com","",2,1,"AppInitiated"
